,airline,duration,total_stops,price,date_of_journey,depature_time,sources,arrival_time,desinations
992,Air India,20h 25m,1 Stop,"5,588",04-12-2021,20:40,New Delhi,17:05,"+ 1 day
Mumbai"
993,Air India,7h 20m,1 Stop,"5,693",04-12-2021,09:45,New Delhi,17:05,Mumbai
994,IndiGo,4h 25m,1 Stop,"5,724",04-12-2021,13:55,New Delhi,18:20,Mumbai
995,Air Asia,9h 20m,1 Stop,"5,868",04-12-2021,21:25,New Delhi,06:45,"+ 1 day
Mumbai"
996,Air Asia,9h 50m,1 Stop,"5,868",04-12-2021,21:25,New Delhi,07:15,"+ 1 day
Mumbai"
997,Air Asia,10h 00m,1 Stop,"5,868",04-12-2021,20:45,New Delhi,06:45,"+ 1 day
Mumbai"
998,Air Asia,10h 30m,1 Stop,"5,868",04-12-2021,20:45,New Delhi,07:15,"+ 1 day
Mumbai"
999,Air Asia,12h 10m,1 Stop,"5,868",04-12-2021,18:35,New Delhi,06:45,"+ 1 day
Mumbai"
1000,Air Asia,12h 40m,1 Stop,"5,868",04-12-2021,18:35,New Delhi,07:15,"+ 1 day
Mumbai"
1001,Vistara,4h 25m,1 Stop,"5,886",04-12-2021,17:10,New Delhi,21:35,Mumbai
1002,Vistara,7h 55m,1 Stop,"5,886",04-12-2021,13:40,New Delhi,21:35,Mumbai
1003,Air India,18h 55m,1 Stop,"5,966",04-12-2021,18:30,New Delhi,13:25,"+ 1 day
Mumbai"
1004,Air India,19h 05m,1 Stop,"6,019",04-12-2021,12:50,New Delhi,07:55,"+ 1 day
Mumbai"
1005,Air Asia,8h 50m,1 Stop,"6,072",04-12-2021,05:20,New Delhi,14:10,Mumbai
1006,Air Asia,6h 25m,1 Stop,"6,694",04-12-2021,20:00,New Delhi,02:25,"+ 1 day
Mumbai"
1007,Air Asia,11h 40m,1 Stop,"6,694",04-12-2021,20:00,New Delhi,07:40,"+ 1 day
Mumbai"
1008,Air India,8h 50m,1 Stop,"6,724",04-12-2021,04:55,New Delhi,13:45,Mumbai
1009,Air India,8h 15m,1 Stop,"6,726",04-12-2021,14:10,New Delhi,22:25,Mumbai
1010,Air India,10h 45m,1 Stop,"7,083",04-12-2021,22:00,New Delhi,08:45,"+ 1 day
Mumbai"
1011,Air India,13h 40m,1 Stop,"7,262",04-12-2021,06:50,New Delhi,20:30,Mumbai
1012,Air India,19h 30m,1 Stop,"7,262",04-12-2021,16:55,New Delhi,12:25,"+ 1 day
Mumbai"
1013,Air India,23h 50m,2 Stop(s),"7,262",04-12-2021,16:55,New Delhi,16:45,"+ 1 day
Mumbai"
1014,Air India,26h 50m,1 Stop,"7,262",04-12-2021,16:55,New Delhi,19:45,"+ 1 day
Mumbai"
1015,Go First,8h 00m,1 Stop,"7,279",04-12-2021,09:00,New Delhi,17:00,Mumbai
1016,Air India,26h 35m,1 Stop,"7,608",04-12-2021,22:00,New Delhi,00:35,"+ 2 days
Mumbai"
1017,IndiGo,7h 10m,1 Stop,"7,614",04-12-2021,13:20,New Delhi,20:30,Mumbai
1018,Go First,7h 05m,1 Stop,"7,685",04-12-2021,09:10,New Delhi,16:15,Mumbai
1019,Go First,5h 30m,1 Stop,"7,893",04-12-2021,11:30,New Delhi,17:00,Mumbai
1020,Go First,6h 15m,1 Stop,"7,893",04-12-2021,10:45,New Delhi,17:00,Mumbai
1021,Air India,18h 35m,1 Stop,"7,923",04-12-2021,22:00,New Delhi,16:35,"+ 1 day
Mumbai"
1022,Air India,16h 10m,1 Stop,"7,931",04-12-2021,20:15,New Delhi,12:25,"+ 1 day
Mumbai"
1023,Air India,20h 30m,2 Stop(s),"7,931",04-12-2021,20:15,New Delhi,16:45,"+ 1 day
Mumbai"
1024,Air India,23h 30m,1 Stop,"7,931",04-12-2021,20:15,New Delhi,19:45,"+ 1 day
Mumbai"
1025,Air India,7h 15m,1 Stop,"7,993",04-12-2021,06:20,New Delhi,13:35,Mumbai
1026,SpiceJet,25h 10m,1 Stop,"9,079",04-12-2021,12:00,New Delhi,13:10,"+ 1 day
Mumbai"
1027,Air Asia,13h 45m,1 Stop,"9,298",04-12-2021,12:40,New Delhi,02:25,"+ 1 day
Mumbai"
1028,Air India,11h 30m,1 Stop,"9,671",04-12-2021,10:55,New Delhi,22:25,Mumbai
1029,Air India,13h 40m,1 Stop,"10,023",04-12-2021,10:55,New Delhi,00:35,"+ 1 day
Mumbai"
1030,Go First,6h 20m,1 Stop,"10,833",04-12-2021,11:50,New Delhi,18:10,Mumbai
1031,Go First,8h 55m,1 Stop,"10,833",04-12-2021,09:15,New Delhi,18:10,Mumbai
1032,Air India,5h 40m,1 Stop,"10,968",04-12-2021,10:55,New Delhi,16:35,Mumbai
1033,Air India,3h 10m,1 Stop,"11,310",04-12-2021,15:05,New Delhi,18:15,Mumbai
1034,Go First,8h 55m,1 Stop,"13,954",04-12-2021,10:45,New Delhi,19:40,Mumbai
1035,Go First,7h 35m,1 Stop,"14,794",04-12-2021,10:45,New Delhi,18:20,Mumbai
1036,IndiGo,2h 10m,Non Stop,"2,456",11-12-2021,02:30,New Delhi,04:40,Mumbai
1037,Air Asia,2h 10m,Non Stop,"2,456",11-12-2021,04:25,New Delhi,06:35,Mumbai
1038,Go First,2h 10m,Non Stop,"2,456",11-12-2021,07:00,New Delhi,09:10,Mumbai
1039,Go First,2h 10m,Non Stop,"2,456",11-12-2021,08:00,New Delhi,10:10,Mumbai
1040,Go First,2h 10m,Non Stop,"2,456",11-12-2021,22:30,New Delhi,00:40,"+ 1 day
Mumbai"
1041,SpiceJet,2h 15m,Non Stop,"2,456",11-12-2021,07:20,New Delhi,09:35,Mumbai
1042,IndiGo,2h 15m,Non Stop,"2,456",11-12-2021,17:45,New Delhi,20:00,Mumbai
1043,SpiceJet,2h 15m,Non Stop,"2,456",11-12-2021,18:50,New Delhi,21:05,Mumbai
1044,Go First,2h 15m,Non Stop,"2,456",11-12-2021,21:00,New Delhi,23:15,Mumbai
1045,IndiGo,2h 20m,Non Stop,"2,456",11-12-2021,05:30,New Delhi,07:50,Mumbai
1046,IndiGo,2h 20m,Non Stop,"2,456",11-12-2021,06:30,New Delhi,08:50,Mumbai
1047,SpiceJet,2h 20m,Non Stop,"2,456",11-12-2021,06:30,New Delhi,08:50,Mumbai
1048,IndiGo,2h 20m,Non Stop,"2,456",11-12-2021,07:15,New Delhi,09:35,Mumbai
1049,SpiceJet,2h 20m,Non Stop,"2,456",11-12-2021,19:45,New Delhi,22:05,Mumbai
1050,IndiGo,2h 20m,Non Stop,"2,456",11-12-2021,21:55,New Delhi,00:15,"+ 1 day
Mumbai"
1051,Go First,2h 30m,Non Stop,"2,456",11-12-2021,17:55,New Delhi,20:25,Mumbai
1052,Air India,2h 05m,Non Stop,"2,476",11-12-2021,07:00,New Delhi,09:05,Mumbai
1053,Air India,2h 10m,Non Stop,"2,476",11-12-2021,08:00,New Delhi,10:10,Mumbai
1054,Vistara,2h 00m,Non Stop,"2,556",11-12-2021,06:00,New Delhi,08:00,Mumbai
1055,Vistara,2h 10m,Non Stop,"2,556",11-12-2021,20:40,New Delhi,22:50,Mumbai
1056,Vistara,2h 10m,Non Stop,"2,556",11-12-2021,21:40,New Delhi,23:50,Mumbai
1057,Air Asia,2h 15m,Non Stop,"2,757",11-12-2021,20:00,New Delhi,22:15,Mumbai
1058,Go First,2h 15m,Non Stop,"2,790",11-12-2021,02:40,New Delhi,04:55,Mumbai
1059,Go First,2h 15m,Non Stop,"2,790",11-12-2021,14:20,New Delhi,16:35,Mumbai
1060,Go First,2h 15m,Non Stop,"2,790",11-12-2021,19:40,New Delhi,21:55,Mumbai
1061,Go First,2h 20m,Non Stop,"2,790",11-12-2021,10:30,New Delhi,12:50,Mumbai
1062,Go First,2h 30m,Non Stop,"2,790",11-12-2021,15:00,New Delhi,17:30,Mumbai
1063,Air India,2h 15m,Non Stop,"2,791",11-12-2021,09:00,New Delhi,11:15,Mumbai
1064,IndiGo,2h 15m,Non Stop,"2,791",11-12-2021,16:45,New Delhi,19:00,Mumbai
1065,Air India,2h 15m,Non Stop,"2,791",11-12-2021,19:00,New Delhi,21:15,Mumbai
1066,IndiGo,2h 15m,Non Stop,"2,791",11-12-2021,19:40,New Delhi,21:55,Mumbai
1067,IndiGo,2h 20m,Non Stop,"2,791",11-12-2021,20:30,New Delhi,22:50,Mumbai
1068,IndiGo,2h 25m,Non Stop,"2,791",11-12-2021,08:00,New Delhi,10:25,Mumbai
1069,IndiGo,2h 15m,Non Stop,"3,001",11-12-2021,15:45,New Delhi,18:00,Mumbai
1070,IndiGo,2h 25m,Non Stop,"3,001",11-12-2021,08:45,New Delhi,11:10,Mumbai
1071,IndiGo,2h 25m,Non Stop,"3,001",11-12-2021,09:30,New Delhi,11:55,Mumbai
1072,IndiGo,2h 25m,Non Stop,"3,001",11-12-2021,10:30,New Delhi,12:55,Mumbai
1073,Vistara,2h 10m,Non Stop,"3,081",11-12-2021,09:30,New Delhi,11:40,Mumbai
1074,Vistara,2h 10m,Non Stop,"3,081",11-12-2021,12:50,New Delhi,15:00,Mumbai
1075,Vistara,2h 10m,Non Stop,"3,081",11-12-2021,15:30,New Delhi,17:40,Mumbai
1076,Vistara,2h 10m,Non Stop,"3,081",11-12-2021,16:55,New Delhi,19:05,Mumbai
1077,Vistara,2h 10m,Non Stop,"3,081",11-12-2021,19:50,New Delhi,22:00,Mumbai
1078,Vistara,2h 15m,Non Stop,"3,081",11-12-2021,10:20,New Delhi,12:35,Mumbai
1079,Vistara,2h 20m,Non Stop,"3,081",11-12-2021,11:40,New Delhi,14:00,Mumbai
1080,Air India,2h 10m,Non Stop,"3,211",11-12-2021,10:40,New Delhi,12:50,Mumbai
1081,IndiGo,4h 35m,1 Stop,"3,358",11-12-2021,06:40,New Delhi,11:15,Mumbai
1082,IndiGo,2h 15m,Non Stop,"3,570",11-12-2021,12:00,New Delhi,14:15,Mumbai
1083,Vistara,2h 20m,Non Stop,"3,606",11-12-2021,08:50,New Delhi,11:10,Mumbai
1084,Vistara,2h 20m,Non Stop,"3,606",11-12-2021,17:45,New Delhi,20:05,Mumbai
1085,Vistara,2h 20m,Non Stop,"3,606",11-12-2021,18:55,New Delhi,21:15,Mumbai
1086,Air India,24h 55m,1 Stop,"3,677",11-12-2021,20:20,New Delhi,21:15,"+ 1 day
Mumbai"
1087,IndiGo,11h 00m,1 Stop,"3,727",11-12-2021,06:40,New Delhi,17:40,Mumbai
1088,Air India,2h 10m,Non Stop,"3,736",11-12-2021,20:00,New Delhi,22:10,Mumbai
1089,Air India,3h 55m,1 Stop,"3,764",11-12-2021,11:55,New Delhi,15:50,Mumbai
1090,Air India,26h 00m,1 Stop,"3,855",11-12-2021,06:05,New Delhi,08:05,"+ 1 day
Mumbai"
1091,Air India,9h 45m,1 Stop,"3,984",11-12-2021,06:05,New Delhi,15:50,Mumbai
1092,IndiGo,8h 20m,1 Stop,"4,064",11-12-2021,13:45,New Delhi,22:05,Mumbai
1093,Air India,17h 30m,1 Stop,"4,161",11-12-2021,05:55,New Delhi,23:25,Mumbai
1094,SpiceJet,4h 50m,1 Stop,"4,191",11-12-2021,19:00,New Delhi,23:50,Mumbai
1095,SpiceJet,15h 35m,1 Stop,"4,191",11-12-2021,19:00,New Delhi,10:35,"+ 1 day
Mumbai"
1096,Go First,4h 40m,1 Stop,"4,192",11-12-2021,06:00,New Delhi,10:40,Mumbai
1097,Go First,6h 20m,1 Stop,"4,192",11-12-2021,19:40,New Delhi,02:00,"+ 1 day
Mumbai"
1098,Go First,6h 30m,1 Stop,"4,192",11-12-2021,06:00,New Delhi,12:30,Mumbai
1099,Vistara,25h 45m,1 Stop,"4,383",11-12-2021,13:40,New Delhi,15:25,"+ 1 day
Mumbai"
1100,Go First,5h 55m,1 Stop,"4,441",11-12-2021,15:30,New Delhi,21:25,Mumbai
1101,Air India,20h 50m,1 Stop,"4,509",11-12-2021,19:00,New Delhi,15:50,"+ 1 day
Mumbai"
1102,Vistara,13h 05m,1 Stop,"4,510",11-12-2021,19:55,New Delhi,09:00,"+ 1 day
Mumbai"
1103,Vistara,15h 45m,1 Stop,"4,510",11-12-2021,19:55,New Delhi,11:40,"+ 1 day
Mumbai"
1104,Vistara,18h 35m,1 Stop,"4,510",11-12-2021,19:55,New Delhi,14:30,"+ 1 day
Mumbai"
1105,Vistara,22h 15m,1 Stop,"4,584",11-12-2021,17:10,New Delhi,15:25,"+ 1 day
Mumbai"
1106,Air India,11h 25m,1 Stop,"4,590",11-12-2021,20:40,New Delhi,08:05,"+ 1 day
Mumbai"
1107,Air India,22h 20m,1 Stop,"4,590",11-12-2021,09:45,New Delhi,08:05,"+ 1 day
Mumbai"
1108,IndiGo,4h 25m,1 Stop,"4,674",11-12-2021,13:55,New Delhi,18:20,Mumbai
1109,Air India,12h 30m,1 Stop,"4,748",11-12-2021,21:10,New Delhi,09:40,"+ 1 day
Mumbai"
1110,Air India,23h 55m,1 Stop,"4,748",11-12-2021,09:45,New Delhi,09:40,"+ 1 day
Mumbai"
1111,IndiGo,6h 10m,1 Stop,"4,867",11-12-2021,13:45,New Delhi,19:55,Mumbai
1112,IndiGo,8h 10m,1 Stop,"4,867",11-12-2021,13:45,New Delhi,21:55,Mumbai
1113,Vistara,7h 10m,1 Stop,"4,930",11-12-2021,07:20,New Delhi,14:30,Mumbai
1114,Vistara,15h 35m,1 Stop,"4,930",11-12-2021,17:25,New Delhi,09:00,"+ 1 day
Mumbai"
1115,Vistara,18h 15m,1 Stop,"4,930",11-12-2021,17:25,New Delhi,11:40,"+ 1 day
Mumbai"
1116,Vistara,21h 05m,1 Stop,"4,930",11-12-2021,17:25,New Delhi,14:30,"+ 1 day
Mumbai"
1117,IndiGo,6h 35m,1 Stop,"4,939",11-12-2021,22:10,New Delhi,04:45,"+ 1 day
Mumbai"
1118,Vistara,5h 20m,1 Stop,"5,005",11-12-2021,17:40,New Delhi,23:00,Mumbai
1119,Vistara,8h 15m,1 Stop,"5,005",11-12-2021,14:45,New Delhi,23:00,Mumbai
1120,Vistara,13h 20m,1 Stop,"5,005",11-12-2021,20:35,New Delhi,09:55,"+ 1 day
Mumbai"
1121,Vistara,15h 55m,1 Stop,"5,005",11-12-2021,07:05,New Delhi,23:00,Mumbai
1122,Vistara,16h 15m,1 Stop,"5,005",11-12-2021,17:40,New Delhi,09:55,"+ 1 day
Mumbai"
1123,Vistara,19h 10m,1 Stop,"5,005",11-12-2021,14:45,New Delhi,09:55,"+ 1 day
Mumbai"
1124,Go First,6h 55m,1 Stop,"5,012",11-12-2021,09:00,New Delhi,15:55,Mumbai
1125,Go First,4h 50m,1 Stop,"5,068",11-12-2021,09:00,New Delhi,13:50,Mumbai
1126,IndiGo,4h 40m,1 Stop,"5,116",11-12-2021,06:25,New Delhi,11:05,Mumbai
1127,IndiGo,5h 45m,1 Stop,"5,116",11-12-2021,05:20,New Delhi,11:05,Mumbai
1128,Air India,6h 20m,1 Stop,"5,231",11-12-2021,07:05,New Delhi,13:25,Mumbai
1129,Vistara,15h 15m,1 Stop,"5,245",11-12-2021,07:20,New Delhi,22:35,Mumbai
1130,Air India,11h 00m,1 Stop,"5,273",11-12-2021,06:05,New Delhi,17:05,Mumbai
1131,Air India,18h 55m,1 Stop,"5,493",11-12-2021,18:30,New Delhi,13:25,"+ 1 day
Mumbai"
1132,SpiceJet,6h 00m,1 Stop,"5,505",11-12-2021,11:20,New Delhi,17:20,Mumbai
1133,IndiGo,7h 45m,1 Stop,"5,514",11-12-2021,23:25,New Delhi,07:10,"+ 1 day
Mumbai"
1134,IndiGo,9h 50m,1 Stop,"5,514",11-12-2021,21:20,New Delhi,07:10,"+ 1 day
Mumbai"
1135,IndiGo,10h 55m,1 Stop,"5,514",11-12-2021,20:15,New Delhi,07:10,"+ 1 day
Mumbai"
1136,IndiGo,9h 10m,1 Stop,"5,705",11-12-2021,23:25,New Delhi,08:35,"+ 1 day
Mumbai"
1137,Air India,4h 30m,1 Stop,"5,766",11-12-2021,13:20,New Delhi,17:50,Mumbai
1138,IndiGo,7h 10m,1 Stop,"5,821",11-12-2021,13:20,New Delhi,20:30,Mumbai
1139,IndiGo,10h 35m,1 Stop,"5,828",11-12-2021,12:30,New Delhi,23:05,Mumbai
1140,Air Asia,9h 20m,1 Stop,"5,868",11-12-2021,21:25,New Delhi,06:45,"+ 1 day
Mumbai"
1141,Air Asia,9h 50m,1 Stop,"5,868",11-12-2021,21:25,New Delhi,07:15,"+ 1 day
Mumbai"
1142,Air Asia,10h 00m,1 Stop,"5,868",11-12-2021,20:45,New Delhi,06:45,"+ 1 day
Mumbai"
1143,Air Asia,10h 30m,1 Stop,"5,868",11-12-2021,20:45,New Delhi,07:15,"+ 1 day
Mumbai"
1144,Air Asia,12h 10m,1 Stop,"5,868",11-12-2021,18:35,New Delhi,06:45,"+ 1 day
Mumbai"
1145,Air Asia,12h 40m,1 Stop,"5,868",11-12-2021,18:35,New Delhi,07:15,"+ 1 day
Mumbai"
1146,Vistara,7h 55m,1 Stop,"5,886",11-12-2021,13:40,New Delhi,21:35,Mumbai
1147,Air India,19h 05m,1 Stop,"5,972",11-12-2021,12:50,New Delhi,07:55,"+ 1 day
Mumbai"
1148,SpiceJet,21h 50m,1 Stop,"5,977",11-12-2021,15:00,New Delhi,12:50,"+ 1 day
Mumbai"
1149,Air India,7h 20m,1 Stop,"6,008",11-12-2021,09:45,New Delhi,17:05,Mumbai
1150,Air Asia,8h 40m,1 Stop,"6,072",11-12-2021,05:30,New Delhi,14:10,Mumbai
1151,Vistara,4h 25m,1 Stop,"6,086",11-12-2021,17:10,New Delhi,21:35,Mumbai
1152,Air India,20h 25m,1 Stop,"6,428",11-12-2021,20:40,New Delhi,17:05,"+ 1 day
Mumbai"
1153,Air Asia,6h 25m,1 Stop,"6,447",11-12-2021,20:00,New Delhi,02:25,"+ 1 day
Mumbai"
1154,Air Asia,11h 40m,1 Stop,"6,447",11-12-2021,20:00,New Delhi,07:40,"+ 1 day
Mumbai"
1155,Go First,5h 15m,1 Stop,"6,619",11-12-2021,11:00,New Delhi,16:15,Mumbai
1156,Go First,7h 05m,1 Stop,"6,619",11-12-2021,09:10,New Delhi,16:15,Mumbai
1157,Air India,19h 30m,1 Stop,"6,756",11-12-2021,16:55,New Delhi,12:25,"+ 1 day
Mumbai"
1158,Air India,8h 50m,1 Stop,"7,091",11-12-2021,04:55,New Delhi,13:45,Mumbai
1159,Air India,23h 50m,2 Stop(s),"7,262",11-12-2021,16:55,New Delhi,16:45,"+ 1 day
Mumbai"
1160,Air India,26h 50m,1 Stop,"7,262",11-12-2021,16:55,New Delhi,19:45,"+ 1 day
Mumbai"
1161,Go First,5h 30m,1 Stop,"7,330",11-12-2021,11:30,New Delhi,17:00,Mumbai
1162,Go First,6h 15m,1 Stop,"7,330",11-12-2021,10:45,New Delhi,17:00,Mumbai
1163,Air India,16h 10m,1 Stop,"7,425",11-12-2021,20:15,New Delhi,12:25,"+ 1 day
Mumbai"
1164,Air India,7h 15m,1 Stop,"7,678",11-12-2021,06:20,New Delhi,13:35,Mumbai
1165,Air India,8h 15m,1 Stop,"7,760",11-12-2021,14:10,New Delhi,22:25,Mumbai
1166,Air India,13h 40m,1 Stop,"7,845",11-12-2021,06:50,New Delhi,20:30,Mumbai
1167,Vistara,5h 30m,1 Stop,"7,877",11-12-2021,07:30,New Delhi,13:00,Mumbai
1168,Vistara,6h 45m,1 Stop,"7,877",11-12-2021,06:15,New Delhi,13:00,Mumbai
1169,Vistara,12h 50m,1 Stop,"7,877",11-12-2021,07:30,New Delhi,20:20,Mumbai
1170,Vistara,14h 05m,1 Stop,"7,877",11-12-2021,06:15,New Delhi,20:20,Mumbai
1171,Vistara,16h 30m,1 Stop,"7,877",11-12-2021,20:30,New Delhi,13:00,"+ 1 day
Mumbai"
1172,Vistara,19h 30m,1 Stop,"7,877",11-12-2021,17:30,New Delhi,13:00,"+ 1 day
Mumbai"
1173,Vistara,23h 50m,1 Stop,"7,877",11-12-2021,20:30,New Delhi,20:20,"+ 1 day
Mumbai"
1174,Air India,20h 30m,2 Stop(s),"7,931",11-12-2021,20:15,New Delhi,16:45,"+ 1 day
Mumbai"
1175,Air India,23h 30m,1 Stop,"7,931",11-12-2021,20:15,New Delhi,19:45,"+ 1 day
Mumbai"
1176,SpiceJet,25h 10m,1 Stop,"8,763",11-12-2021,12:00,New Delhi,13:10,"+ 1 day
Mumbai"
1177,Air Asia,13h 45m,1 Stop,"9,765",11-12-2021,12:40,New Delhi,02:25,"+ 1 day
Mumbai"
1178,Go First,7h 35m,1 Stop,"10,225",11-12-2021,10:45,New Delhi,18:20,Mumbai
1179,Go First,8h 55m,1 Stop,"10,225",11-12-2021,10:45,New Delhi,19:40,Mumbai
1180,Go First,8h 55m,1 Stop,"10,353",11-12-2021,09:15,New Delhi,18:10,Mumbai
1181,Go First,6h 20m,1 Stop,"10,833",11-12-2021,11:50,New Delhi,18:10,Mumbai
1182,Air India,3h 10m,1 Stop,"11,310",11-12-2021,15:05,New Delhi,18:15,Mumbai
1183,IndiGo,2h 10m,Non Stop,"2,456",18-12-2021,02:30,New Delhi,04:40,Mumbai
1184,Air Asia,2h 10m,Non Stop,"2,456",18-12-2021,04:25,New Delhi,06:35,Mumbai
1185,Go First,2h 10m,Non Stop,"2,456",18-12-2021,07:00,New Delhi,09:10,Mumbai
1186,Go First,2h 10m,Non Stop,"2,456",18-12-2021,08:00,New Delhi,10:10,Mumbai
1187,Go First,2h 10m,Non Stop,"2,456",18-12-2021,22:30,New Delhi,00:40,"+ 1 day
Mumbai"
1188,SpiceJet,2h 15m,Non Stop,"2,456",18-12-2021,07:20,New Delhi,09:35,Mumbai
1189,IndiGo,2h 15m,Non Stop,"2,456",18-12-2021,17:45,New Delhi,20:00,Mumbai
1190,SpiceJet,2h 15m,Non Stop,"2,456",18-12-2021,18:50,New Delhi,21:05,Mumbai
1191,Go First,2h 15m,Non Stop,"2,456",18-12-2021,21:00,New Delhi,23:15,Mumbai
1192,IndiGo,2h 20m,Non Stop,"2,456",18-12-2021,05:30,New Delhi,07:50,Mumbai
1193,IndiGo,2h 20m,Non Stop,"2,456",18-12-2021,06:30,New Delhi,08:50,Mumbai
1194,SpiceJet,2h 20m,Non Stop,"2,456",18-12-2021,06:30,New Delhi,08:50,Mumbai
1195,IndiGo,2h 20m,Non Stop,"2,456",18-12-2021,07:15,New Delhi,09:35,Mumbai
1196,SpiceJet,2h 20m,Non Stop,"2,456",18-12-2021,19:45,New Delhi,22:05,Mumbai
1197,IndiGo,2h 20m,Non Stop,"2,456",18-12-2021,21:55,New Delhi,00:15,"+ 1 day
Mumbai"
1198,Go First,2h 30m,Non Stop,"2,456",18-12-2021,17:55,New Delhi,20:25,Mumbai
1199,Air India,2h 05m,Non Stop,"2,476",18-12-2021,07:00,New Delhi,09:05,Mumbai
1200,Air India,2h 10m,Non Stop,"2,476",18-12-2021,08:00,New Delhi,10:10,Mumbai
1201,Vistara,2h 00m,Non Stop,"2,556",18-12-2021,06:00,New Delhi,08:00,Mumbai
1202,Vistara,2h 10m,Non Stop,"2,556",18-12-2021,20:40,New Delhi,22:50,Mumbai
1203,Vistara,2h 10m,Non Stop,"2,556",18-12-2021,21:40,New Delhi,23:50,Mumbai
1204,Air Asia,2h 15m,Non Stop,"2,757",18-12-2021,20:00,New Delhi,22:15,Mumbai
1205,Go First,2h 15m,Non Stop,"2,790",18-12-2021,02:40,New Delhi,04:55,Mumbai
1206,Go First,2h 15m,Non Stop,"2,790",18-12-2021,14:20,New Delhi,16:35,Mumbai
1207,Go First,2h 15m,Non Stop,"2,790",18-12-2021,19:40,New Delhi,21:55,Mumbai
1208,Go First,2h 20m,Non Stop,"2,790",18-12-2021,10:30,New Delhi,12:50,Mumbai
1209,Go First,2h 30m,Non Stop,"2,790",18-12-2021,15:00,New Delhi,17:30,Mumbai
1210,Air India,2h 15m,Non Stop,"2,791",18-12-2021,09:00,New Delhi,11:15,Mumbai
1211,IndiGo,2h 15m,Non Stop,"2,791",18-12-2021,16:45,New Delhi,19:00,Mumbai
1212,Air India,2h 15m,Non Stop,"2,791",18-12-2021,19:00,New Delhi,21:15,Mumbai
1213,IndiGo,2h 15m,Non Stop,"2,791",18-12-2021,19:40,New Delhi,21:55,Mumbai
1214,IndiGo,2h 20m,Non Stop,"2,791",18-12-2021,20:30,New Delhi,22:50,Mumbai
1215,IndiGo,2h 25m,Non Stop,"2,791",18-12-2021,08:00,New Delhi,10:25,Mumbai
1216,IndiGo,2h 15m,Non Stop,"3,001",18-12-2021,15:45,New Delhi,18:00,Mumbai
1217,IndiGo,2h 25m,Non Stop,"3,001",18-12-2021,08:45,New Delhi,11:10,Mumbai
1218,IndiGo,2h 25m,Non Stop,"3,001",18-12-2021,09:30,New Delhi,11:55,Mumbai
1219,IndiGo,2h 25m,Non Stop,"3,001",18-12-2021,10:30,New Delhi,12:55,Mumbai
1220,Vistara,2h 10m,Non Stop,"3,081",18-12-2021,09:30,New Delhi,11:40,Mumbai
1221,Vistara,2h 10m,Non Stop,"3,081",18-12-2021,12:50,New Delhi,15:00,Mumbai
1222,Vistara,2h 10m,Non Stop,"3,081",18-12-2021,15:30,New Delhi,17:40,Mumbai
1223,Vistara,2h 10m,Non Stop,"3,081",18-12-2021,16:55,New Delhi,19:05,Mumbai
1224,Vistara,2h 10m,Non Stop,"3,081",18-12-2021,19:50,New Delhi,22:00,Mumbai
1225,Vistara,2h 15m,Non Stop,"3,081",18-12-2021,10:20,New Delhi,12:35,Mumbai
1226,Vistara,2h 20m,Non Stop,"3,081",18-12-2021,11:40,New Delhi,14:00,Mumbai
1227,Air India,2h 10m,Non Stop,"3,211",18-12-2021,10:40,New Delhi,12:50,Mumbai
1228,IndiGo,4h 35m,1 Stop,"3,358",18-12-2021,06:40,New Delhi,11:15,Mumbai
1229,IndiGo,2h 15m,Non Stop,"3,570",18-12-2021,12:00,New Delhi,14:15,Mumbai
1230,Vistara,2h 20m,Non Stop,"3,606",18-12-2021,08:50,New Delhi,11:10,Mumbai
1231,Vistara,2h 20m,Non Stop,"3,606",18-12-2021,17:45,New Delhi,20:05,Mumbai
1232,Vistara,2h 20m,Non Stop,"3,606",18-12-2021,18:55,New Delhi,21:15,Mumbai
1233,Air India,24h 55m,1 Stop,"3,677",18-12-2021,20:20,New Delhi,21:15,"+ 1 day
Mumbai"
1234,IndiGo,11h 00m,1 Stop,"3,727",18-12-2021,06:40,New Delhi,17:40,Mumbai
1235,Air India,2h 10m,Non Stop,"3,736",18-12-2021,20:00,New Delhi,22:10,Mumbai
1236,Air India,3h 55m,1 Stop,"3,764",18-12-2021,11:55,New Delhi,15:50,Mumbai
1237,Air India,26h 00m,1 Stop,"3,855",18-12-2021,06:05,New Delhi,08:05,"+ 1 day
Mumbai"
1238,Air India,9h 45m,1 Stop,"3,984",18-12-2021,06:05,New Delhi,15:50,Mumbai
1239,IndiGo,8h 20m,1 Stop,"4,064",18-12-2021,13:45,New Delhi,22:05,Mumbai
1240,Air India,17h 30m,1 Stop,"4,161",18-12-2021,05:55,New Delhi,23:25,Mumbai
1241,SpiceJet,4h 50m,1 Stop,"4,191",18-12-2021,19:00,New Delhi,23:50,Mumbai
1242,SpiceJet,15h 35m,1 Stop,"4,191",18-12-2021,19:00,New Delhi,10:35,"+ 1 day
Mumbai"
1243,Go First,4h 40m,1 Stop,"4,192",18-12-2021,06:00,New Delhi,10:40,Mumbai
1244,Go First,6h 20m,1 Stop,"4,192",18-12-2021,19:40,New Delhi,02:00,"+ 1 day
Mumbai"
1245,Go First,6h 30m,1 Stop,"4,192",18-12-2021,06:00,New Delhi,12:30,Mumbai
