,airline,duration,total_stops,price,date_of_journey,depature_time,sources,arrival_time,desinations
1246,Vistara,25h 45m,1 Stop,"4,383",18-12-2021,13:40,New Delhi,15:25,"+ 1 day
Mumbai"
1247,Go First,5h 55m,1 Stop,"4,441",18-12-2021,15:30,New Delhi,21:25,Mumbai
1248,Air India,20h 50m,1 Stop,"4,509",18-12-2021,19:00,New Delhi,15:50,"+ 1 day
Mumbai"
1249,Vistara,13h 05m,1 Stop,"4,510",18-12-2021,19:55,New Delhi,09:00,"+ 1 day
Mumbai"
1250,Vistara,15h 45m,1 Stop,"4,510",18-12-2021,19:55,New Delhi,11:40,"+ 1 day
Mumbai"
1251,Vistara,18h 35m,1 Stop,"4,510",18-12-2021,19:55,New Delhi,14:30,"+ 1 day
Mumbai"
1252,Vistara,22h 15m,1 Stop,"4,584",18-12-2021,17:10,New Delhi,15:25,"+ 1 day
Mumbai"
1253,Air India,11h 25m,1 Stop,"4,590",18-12-2021,20:40,New Delhi,08:05,"+ 1 day
Mumbai"
1254,Air India,22h 20m,1 Stop,"4,590",18-12-2021,09:45,New Delhi,08:05,"+ 1 day
Mumbai"
1255,IndiGo,4h 25m,1 Stop,"4,674",18-12-2021,13:55,New Delhi,18:20,Mumbai
1256,Air India,12h 30m,1 Stop,"4,748",18-12-2021,21:10,New Delhi,09:40,"+ 1 day
Mumbai"
1257,Air India,23h 55m,1 Stop,"4,748",18-12-2021,09:45,New Delhi,09:40,"+ 1 day
Mumbai"
1258,IndiGo,6h 10m,1 Stop,"4,867",18-12-2021,13:45,New Delhi,19:55,Mumbai
1259,IndiGo,8h 10m,1 Stop,"4,867",18-12-2021,13:45,New Delhi,21:55,Mumbai
1260,Vistara,7h 10m,1 Stop,"4,930",18-12-2021,07:20,New Delhi,14:30,Mumbai
1261,Vistara,15h 35m,1 Stop,"4,930",18-12-2021,17:25,New Delhi,09:00,"+ 1 day
Mumbai"
1262,Vistara,18h 15m,1 Stop,"4,930",18-12-2021,17:25,New Delhi,11:40,"+ 1 day
Mumbai"
1263,Vistara,21h 05m,1 Stop,"4,930",18-12-2021,17:25,New Delhi,14:30,"+ 1 day
Mumbai"
1264,IndiGo,6h 35m,1 Stop,"4,939",18-12-2021,22:10,New Delhi,04:45,"+ 1 day
Mumbai"
1265,Vistara,5h 20m,1 Stop,"5,005",18-12-2021,17:40,New Delhi,23:00,Mumbai
1266,Vistara,8h 15m,1 Stop,"5,005",18-12-2021,14:45,New Delhi,23:00,Mumbai
1267,Vistara,13h 20m,1 Stop,"5,005",18-12-2021,20:35,New Delhi,09:55,"+ 1 day
Mumbai"
1268,Vistara,15h 55m,1 Stop,"5,005",18-12-2021,07:05,New Delhi,23:00,Mumbai
1269,Vistara,16h 15m,1 Stop,"5,005",18-12-2021,17:40,New Delhi,09:55,"+ 1 day
Mumbai"
1270,Vistara,19h 10m,1 Stop,"5,005",18-12-2021,14:45,New Delhi,09:55,"+ 1 day
Mumbai"
1271,Go First,6h 55m,1 Stop,"5,012",18-12-2021,09:00,New Delhi,15:55,Mumbai
1272,Go First,4h 50m,1 Stop,"5,068",18-12-2021,09:00,New Delhi,13:50,Mumbai
1273,IndiGo,4h 40m,1 Stop,"5,116",18-12-2021,06:25,New Delhi,11:05,Mumbai
1274,IndiGo,5h 45m,1 Stop,"5,116",18-12-2021,05:20,New Delhi,11:05,Mumbai
1275,Air India,6h 20m,1 Stop,"5,231",18-12-2021,07:05,New Delhi,13:25,Mumbai
1276,Vistara,15h 15m,1 Stop,"5,245",18-12-2021,07:20,New Delhi,22:35,Mumbai
1277,Air India,11h 00m,1 Stop,"5,273",18-12-2021,06:05,New Delhi,17:05,Mumbai
1278,Air India,18h 55m,1 Stop,"5,493",18-12-2021,18:30,New Delhi,13:25,"+ 1 day
Mumbai"
1279,SpiceJet,6h 00m,1 Stop,"5,505",18-12-2021,11:20,New Delhi,17:20,Mumbai
1280,IndiGo,7h 45m,1 Stop,"5,514",18-12-2021,23:25,New Delhi,07:10,"+ 1 day
Mumbai"
1281,IndiGo,9h 50m,1 Stop,"5,514",18-12-2021,21:20,New Delhi,07:10,"+ 1 day
Mumbai"
1282,IndiGo,10h 55m,1 Stop,"5,514",18-12-2021,20:15,New Delhi,07:10,"+ 1 day
Mumbai"
1283,IndiGo,9h 10m,1 Stop,"5,705",18-12-2021,23:25,New Delhi,08:35,"+ 1 day
Mumbai"
1284,Air India,4h 30m,1 Stop,"5,766",18-12-2021,13:20,New Delhi,17:50,Mumbai
1285,IndiGo,7h 10m,1 Stop,"5,821",18-12-2021,13:20,New Delhi,20:30,Mumbai
1286,IndiGo,10h 35m,1 Stop,"5,828",18-12-2021,12:30,New Delhi,23:05,Mumbai
1287,Air Asia,9h 20m,1 Stop,"5,868",18-12-2021,21:25,New Delhi,06:45,"+ 1 day
Mumbai"
1288,Air Asia,9h 50m,1 Stop,"5,868",18-12-2021,21:25,New Delhi,07:15,"+ 1 day
Mumbai"
1289,Air Asia,10h 00m,1 Stop,"5,868",18-12-2021,20:45,New Delhi,06:45,"+ 1 day
Mumbai"
1290,Air Asia,10h 30m,1 Stop,"5,868",18-12-2021,20:45,New Delhi,07:15,"+ 1 day
Mumbai"
1291,Air Asia,12h 10m,1 Stop,"5,868",18-12-2021,18:35,New Delhi,06:45,"+ 1 day
Mumbai"
1292,Air Asia,12h 40m,1 Stop,"5,868",18-12-2021,18:35,New Delhi,07:15,"+ 1 day
Mumbai"
1293,Vistara,7h 55m,1 Stop,"5,886",18-12-2021,13:40,New Delhi,21:35,Mumbai
1294,Air India,19h 05m,1 Stop,"5,972",18-12-2021,12:50,New Delhi,07:55,"+ 1 day
Mumbai"
1295,SpiceJet,21h 50m,1 Stop,"5,977",18-12-2021,15:00,New Delhi,12:50,"+ 1 day
Mumbai"
1296,Air India,7h 20m,1 Stop,"6,008",18-12-2021,09:45,New Delhi,17:05,Mumbai
1297,Air Asia,8h 40m,1 Stop,"6,072",18-12-2021,05:30,New Delhi,14:10,Mumbai
1298,Vistara,4h 25m,1 Stop,"6,086",18-12-2021,17:10,New Delhi,21:35,Mumbai
1299,Air India,20h 25m,1 Stop,"6,428",18-12-2021,20:40,New Delhi,17:05,"+ 1 day
Mumbai"
1300,Air Asia,6h 25m,1 Stop,"6,447",18-12-2021,20:00,New Delhi,02:25,"+ 1 day
Mumbai"
1301,Air Asia,11h 40m,1 Stop,"6,447",18-12-2021,20:00,New Delhi,07:40,"+ 1 day
Mumbai"
1302,Go First,5h 15m,1 Stop,"6,619",18-12-2021,11:00,New Delhi,16:15,Mumbai
1303,Go First,7h 05m,1 Stop,"6,619",18-12-2021,09:10,New Delhi,16:15,Mumbai
1304,Air India,19h 30m,1 Stop,"6,756",18-12-2021,16:55,New Delhi,12:25,"+ 1 day
Mumbai"
1305,Air India,8h 50m,1 Stop,"7,091",18-12-2021,04:55,New Delhi,13:45,Mumbai
1306,Air India,23h 50m,2 Stop(s),"7,262",18-12-2021,16:55,New Delhi,16:45,"+ 1 day
Mumbai"
1307,Air India,26h 50m,1 Stop,"7,262",18-12-2021,16:55,New Delhi,19:45,"+ 1 day
Mumbai"
1308,Go First,5h 30m,1 Stop,"7,330",18-12-2021,11:30,New Delhi,17:00,Mumbai
1309,Go First,6h 15m,1 Stop,"7,330",18-12-2021,10:45,New Delhi,17:00,Mumbai
1310,Air India,16h 10m,1 Stop,"7,425",18-12-2021,20:15,New Delhi,12:25,"+ 1 day
Mumbai"
1311,Air India,7h 15m,1 Stop,"7,678",18-12-2021,06:20,New Delhi,13:35,Mumbai
1312,Air India,8h 15m,1 Stop,"7,760",18-12-2021,14:10,New Delhi,22:25,Mumbai
1313,Air India,13h 40m,1 Stop,"7,845",18-12-2021,06:50,New Delhi,20:30,Mumbai
1314,Vistara,5h 30m,1 Stop,"7,877",18-12-2021,07:30,New Delhi,13:00,Mumbai
1315,Vistara,6h 45m,1 Stop,"7,877",18-12-2021,06:15,New Delhi,13:00,Mumbai
1316,Vistara,12h 50m,1 Stop,"7,877",18-12-2021,07:30,New Delhi,20:20,Mumbai
1317,Vistara,14h 05m,1 Stop,"7,877",18-12-2021,06:15,New Delhi,20:20,Mumbai
1318,Vistara,16h 30m,1 Stop,"7,877",18-12-2021,20:30,New Delhi,13:00,"+ 1 day
Mumbai"
1319,Vistara,19h 30m,1 Stop,"7,877",18-12-2021,17:30,New Delhi,13:00,"+ 1 day
Mumbai"
1320,Vistara,23h 50m,1 Stop,"7,877",18-12-2021,20:30,New Delhi,20:20,"+ 1 day
Mumbai"
1321,Air India,20h 30m,2 Stop(s),"7,931",18-12-2021,20:15,New Delhi,16:45,"+ 1 day
Mumbai"
1322,Air India,23h 30m,1 Stop,"7,931",18-12-2021,20:15,New Delhi,19:45,"+ 1 day
Mumbai"
1323,SpiceJet,25h 10m,1 Stop,"8,763",18-12-2021,12:00,New Delhi,13:10,"+ 1 day
Mumbai"
1324,Air Asia,13h 45m,1 Stop,"9,765",18-12-2021,12:40,New Delhi,02:25,"+ 1 day
Mumbai"
1325,Go First,7h 35m,1 Stop,"10,225",18-12-2021,10:45,New Delhi,18:20,Mumbai
1326,Go First,8h 55m,1 Stop,"10,225",18-12-2021,10:45,New Delhi,19:40,Mumbai
1327,Go First,8h 55m,1 Stop,"10,353",18-12-2021,09:15,New Delhi,18:10,Mumbai
1328,Go First,6h 20m,1 Stop,"10,833",18-12-2021,11:50,New Delhi,18:10,Mumbai
1329,Air India,3h 10m,1 Stop,"11,310",18-12-2021,15:05,New Delhi,18:15,Mumbai
1330,Go First,2h 10m,Non Stop,"2,456",25-12-2021,07:00,New Delhi,09:10,Mumbai
1331,Go First,2h 10m,Non Stop,"2,456",25-12-2021,22:30,New Delhi,00:40,"+ 1 day
Mumbai"
1332,Go First,2h 15m,Non Stop,"2,456",25-12-2021,02:40,New Delhi,04:55,Mumbai
1333,SpiceJet,2h 15m,Non Stop,"2,456",25-12-2021,18:50,New Delhi,21:05,Mumbai
1334,Go First,2h 15m,Non Stop,"2,456",25-12-2021,21:00,New Delhi,23:15,Mumbai
1335,SpiceJet,2h 20m,Non Stop,"2,456",25-12-2021,06:30,New Delhi,08:50,Mumbai
1336,SpiceJet,2h 20m,Non Stop,"2,456",25-12-2021,19:45,New Delhi,22:05,Mumbai
1337,Go First,2h 30m,Non Stop,"2,456",25-12-2021,17:55,New Delhi,20:25,Mumbai
1338,Air India,2h 10m,Non Stop,"2,476",25-12-2021,10:40,New Delhi,12:50,Mumbai
1339,Air India,2h 10m,Non Stop,"2,476",25-12-2021,20:00,New Delhi,22:10,Mumbai
1340,Vistara,2h 00m,Non Stop,"2,556",25-12-2021,06:00,New Delhi,08:00,Mumbai
1341,Vistara,2h 10m,Non Stop,"2,556",25-12-2021,20:40,New Delhi,22:50,Mumbai
1342,Vistara,2h 10m,Non Stop,"2,556",25-12-2021,21:40,New Delhi,23:50,Mumbai
1343,Air Asia,2h 10m,Non Stop,"2,757",25-12-2021,04:25,New Delhi,06:35,Mumbai
1344,SpiceJet,2h 15m,Non Stop,"2,772",25-12-2021,07:20,New Delhi,09:35,Mumbai
1345,Go First,2h 10m,Non Stop,"2,790",25-12-2021,08:00,New Delhi,10:10,Mumbai
1346,Go First,2h 15m,Non Stop,"2,790",25-12-2021,14:20,New Delhi,16:35,Mumbai
1347,Go First,2h 15m,Non Stop,"2,790",25-12-2021,19:40,New Delhi,21:55,Mumbai
1348,Go First,2h 20m,Non Stop,"2,790",25-12-2021,10:30,New Delhi,12:50,Mumbai
1349,Air India,2h 05m,Non Stop,"2,791",25-12-2021,07:00,New Delhi,09:05,Mumbai
1350,Air India,2h 10m,Non Stop,"2,791",25-12-2021,08:00,New Delhi,10:10,Mumbai
1351,Air India,2h 15m,Non Stop,"2,791",25-12-2021,09:00,New Delhi,11:15,Mumbai
1352,Air India,2h 15m,Non Stop,"2,791",25-12-2021,19:00,New Delhi,21:15,Mumbai
1353,IndiGo,2h 10m,Non Stop,"3,001",25-12-2021,02:30,New Delhi,04:40,Mumbai
1354,IndiGo,2h 15m,Non Stop,"3,001",25-12-2021,12:00,New Delhi,14:15,Mumbai
1355,IndiGo,2h 15m,Non Stop,"3,001",25-12-2021,15:45,New Delhi,18:00,Mumbai
1356,IndiGo,2h 15m,Non Stop,"3,001",25-12-2021,16:45,New Delhi,19:00,Mumbai
1357,IndiGo,2h 15m,Non Stop,"3,001",25-12-2021,17:45,New Delhi,20:00,Mumbai
1358,IndiGo,2h 15m,Non Stop,"3,001",25-12-2021,19:40,New Delhi,21:55,Mumbai
1359,IndiGo,2h 20m,Non Stop,"3,001",25-12-2021,05:30,New Delhi,07:50,Mumbai
1360,IndiGo,2h 20m,Non Stop,"3,001",25-12-2021,06:30,New Delhi,08:50,Mumbai
1361,IndiGo,2h 20m,Non Stop,"3,001",25-12-2021,07:15,New Delhi,09:35,Mumbai
1362,IndiGo,2h 20m,Non Stop,"3,001",25-12-2021,20:30,New Delhi,22:50,Mumbai
1363,IndiGo,2h 20m,Non Stop,"3,001",25-12-2021,21:55,New Delhi,00:15,"+ 1 day
Mumbai"
1364,IndiGo,2h 25m,Non Stop,"3,001",25-12-2021,08:00,New Delhi,10:25,Mumbai
1365,IndiGo,2h 25m,Non Stop,"3,001",25-12-2021,08:45,New Delhi,11:10,Mumbai
1366,IndiGo,2h 25m,Non Stop,"3,001",25-12-2021,09:30,New Delhi,11:55,Mumbai
1367,IndiGo,2h 25m,Non Stop,"3,001",25-12-2021,10:30,New Delhi,12:55,Mumbai
1368,Vistara,2h 10m,Non Stop,"3,081",25-12-2021,09:30,New Delhi,11:40,Mumbai
1369,Vistara,2h 10m,Non Stop,"3,081",25-12-2021,15:30,New Delhi,17:40,Mumbai
1370,Vistara,2h 10m,Non Stop,"3,081",25-12-2021,16:55,New Delhi,19:05,Mumbai
1371,Vistara,2h 10m,Non Stop,"3,081",25-12-2021,19:50,New Delhi,22:00,Mumbai
1372,Vistara,2h 15m,Non Stop,"3,081",25-12-2021,10:20,New Delhi,12:35,Mumbai
1373,Vistara,2h 20m,Non Stop,"3,081",25-12-2021,11:40,New Delhi,14:00,Mumbai
1374,Go First,2h 30m,Non Stop,"3,088",25-12-2021,15:00,New Delhi,17:30,Mumbai
1375,Vistara,2h 10m,Non Stop,"3,606",25-12-2021,12:50,New Delhi,15:00,Mumbai
1376,Vistara,2h 20m,Non Stop,"3,606",25-12-2021,08:50,New Delhi,11:10,Mumbai
1377,Vistara,2h 20m,Non Stop,"3,606",25-12-2021,17:45,New Delhi,20:05,Mumbai
1378,Vistara,2h 20m,Non Stop,"3,606",25-12-2021,18:55,New Delhi,21:15,Mumbai
1379,Air India,24h 55m,1 Stop,"3,992",25-12-2021,20:20,New Delhi,21:15,"+ 1 day
Mumbai"
1380,Vistara,22h 15m,1 Stop,"4,084",25-12-2021,17:10,New Delhi,15:25,"+ 1 day
Mumbai"
1381,Vistara,25h 45m,1 Stop,"4,084",25-12-2021,13:40,New Delhi,15:25,"+ 1 day
Mumbai"
1382,Air India,17h 30m,1 Stop,"4,161",25-12-2021,05:55,New Delhi,23:25,Mumbai
1383,Air India,11h 00m,1 Stop,"4,170",25-12-2021,06:05,New Delhi,17:05,Mumbai
1384,Air India,11h 25m,1 Stop,"4,170",25-12-2021,20:40,New Delhi,08:05,"+ 1 day
Mumbai"
1385,SpiceJet,4h 50m,1 Stop,"4,191",25-12-2021,19:00,New Delhi,23:50,Mumbai
1386,SpiceJet,15h 35m,1 Stop,"4,191",25-12-2021,19:00,New Delhi,10:35,"+ 1 day
Mumbai"
1387,Go First,4h 40m,1 Stop,"4,192",25-12-2021,06:00,New Delhi,10:40,Mumbai
1388,Go First,6h 20m,1 Stop,"4,192",25-12-2021,19:40,New Delhi,02:00,"+ 1 day
Mumbai"
1389,Go First,5h 55m,1 Stop,"4,441",25-12-2021,15:30,New Delhi,21:25,Mumbai
1390,Go First,6h 30m,1 Stop,"4,441",25-12-2021,06:00,New Delhi,12:30,Mumbai
1391,Air India,9h 45m,1 Stop,"4,506",25-12-2021,06:05,New Delhi,15:50,Mumbai
1392,Vistara,7h 10m,1 Stop,"4,510",25-12-2021,07:20,New Delhi,14:30,Mumbai
1393,Vistara,13h 05m,1 Stop,"4,510",25-12-2021,19:55,New Delhi,09:00,"+ 1 day
Mumbai"
1394,Vistara,15h 15m,1 Stop,"4,510",25-12-2021,07:20,New Delhi,22:35,Mumbai
1395,Vistara,15h 35m,1 Stop,"4,510",25-12-2021,17:25,New Delhi,09:00,"+ 1 day
Mumbai"
1396,Vistara,18h 35m,1 Stop,"4,510",25-12-2021,19:55,New Delhi,14:30,"+ 1 day
Mumbai"
1397,Vistara,21h 05m,1 Stop,"4,510",25-12-2021,17:25,New Delhi,14:30,"+ 1 day
Mumbai"
1398,Air India,3h 55m,1 Stop,"4,548",25-12-2021,11:55,New Delhi,15:50,Mumbai
1399,Air India,7h 20m,1 Stop,"4,590",25-12-2021,09:45,New Delhi,17:05,Mumbai
1400,Air India,12h 30m,1 Stop,"4,748",25-12-2021,21:10,New Delhi,09:40,"+ 1 day
Mumbai"
1401,Air India,23h 55m,1 Stop,"4,748",25-12-2021,09:45,New Delhi,09:40,"+ 1 day
Mumbai"
1402,Vistara,15h 45m,1 Stop,"4,825",25-12-2021,19:55,New Delhi,11:40,"+ 1 day
Mumbai"
1403,Vistara,18h 15m,1 Stop,"4,825",25-12-2021,17:25,New Delhi,11:40,"+ 1 day
Mumbai"
1404,Air Asia,2h 15m,Non Stop,"5,000",25-12-2021,20:00,New Delhi,22:15,Mumbai
1405,Vistara,5h 20m,1 Stop,"5,005",25-12-2021,17:40,New Delhi,23:00,Mumbai
1406,Vistara,8h 15m,1 Stop,"5,005",25-12-2021,14:45,New Delhi,23:00,Mumbai
1407,Vistara,13h 20m,1 Stop,"5,005",25-12-2021,20:35,New Delhi,09:55,"+ 1 day
Mumbai"
1408,Vistara,15h 55m,1 Stop,"5,005",25-12-2021,07:05,New Delhi,23:00,Mumbai
1409,Vistara,16h 15m,1 Stop,"5,005",25-12-2021,17:40,New Delhi,09:55,"+ 1 day
Mumbai"
1410,Vistara,19h 10m,1 Stop,"5,005",25-12-2021,14:45,New Delhi,09:55,"+ 1 day
Mumbai"
1411,Go First,6h 55m,1 Stop,"5,012",25-12-2021,09:00,New Delhi,15:55,Mumbai
1412,Air India,20h 50m,1 Stop,"5,031",25-12-2021,19:00,New Delhi,15:50,"+ 1 day
Mumbai"
1413,Air India,20h 25m,1 Stop,"5,168",25-12-2021,20:40,New Delhi,17:05,"+ 1 day
Mumbai"
1414,Air India,6h 20m,1 Stop,"5,231",25-12-2021,07:05,New Delhi,13:25,Mumbai
1415,Air India,18h 55m,1 Stop,"5,231",25-12-2021,18:30,New Delhi,13:25,"+ 1 day
Mumbai"
1416,SpiceJet,6h 00m,1 Stop,"5,399",25-12-2021,11:20,New Delhi,17:20,Mumbai
1417,SpiceJet,21h 50m,1 Stop,"5,557",25-12-2021,15:00,New Delhi,12:50,"+ 1 day
Mumbai"
1418,Go First,8h 00m,1 Stop,"5,584",25-12-2021,09:00,New Delhi,17:00,Mumbai
1419,Air India,5h 25m,1 Stop,"5,640",25-12-2021,10:15,New Delhi,15:40,Mumbai
1420,Vistara,5h 00m,1 Stop,"5,651",25-12-2021,13:20,New Delhi,18:20,Mumbai
1421,Air India,11h 10m,2 Stop(s),"5,852",25-12-2021,05:15,New Delhi,16:25,Mumbai
1422,Air Asia,9h 20m,1 Stop,"5,868",25-12-2021,21:25,New Delhi,06:45,"+ 1 day
Mumbai"
1423,Air Asia,9h 50m,1 Stop,"5,868",25-12-2021,21:25,New Delhi,07:15,"+ 1 day
Mumbai"
1424,Air Asia,10h 00m,1 Stop,"5,868",25-12-2021,20:45,New Delhi,06:45,"+ 1 day
Mumbai"
1425,Air Asia,10h 30m,1 Stop,"5,868",25-12-2021,20:45,New Delhi,07:15,"+ 1 day
Mumbai"
1426,Air Asia,12h 10m,1 Stop,"5,868",25-12-2021,18:35,New Delhi,06:45,"+ 1 day
Mumbai"
1427,Air Asia,12h 40m,1 Stop,"5,868",25-12-2021,18:35,New Delhi,07:15,"+ 1 day
Mumbai"
1428,IndiGo,4h 25m,1 Stop,"5,903",25-12-2021,13:55,New Delhi,18:20,Mumbai
1429,Air India,4h 30m,1 Stop,"5,903",25-12-2021,13:20,New Delhi,17:50,Mumbai
1430,IndiGo,4h 35m,1 Stop,"5,942",25-12-2021,06:40,New Delhi,11:15,Mumbai
1431,IndiGo,8h 20m,1 Stop,"5,942",25-12-2021,13:45,New Delhi,22:05,Mumbai
1432,IndiGo,11h 00m,1 Stop,"5,942",25-12-2021,06:40,New Delhi,17:40,Mumbai
1433,Go First,7h 05m,1 Stop,"6,054",25-12-2021,09:10,New Delhi,16:15,Mumbai
1434,IndiGo,4h 40m,1 Stop,"6,352",25-12-2021,06:25,New Delhi,11:05,Mumbai
1435,IndiGo,5h 45m,1 Stop,"6,352",25-12-2021,05:20,New Delhi,11:05,Mumbai
1436,IndiGo,6h 10m,1 Stop,"6,352",25-12-2021,13:45,New Delhi,19:55,Mumbai
1437,IndiGo,8h 10m,1 Stop,"6,352",25-12-2021,13:45,New Delhi,21:55,Mumbai
1438,IndiGo,9h 50m,1 Stop,"6,352",25-12-2021,21:20,New Delhi,07:10,"+ 1 day
Mumbai"
1439,IndiGo,10h 55m,1 Stop,"6,352",25-12-2021,20:15,New Delhi,07:10,"+ 1 day
Mumbai"
1440,Air India,19h 05m,1 Stop,"6,392",25-12-2021,12:50,New Delhi,07:55,"+ 1 day
Mumbai"
1441,Vistara,4h 25m,1 Stop,"6,491",25-12-2021,17:10,New Delhi,21:35,Mumbai
1442,Vistara,7h 55m,1 Stop,"6,491",25-12-2021,13:40,New Delhi,21:35,Mumbai
1443,Go First,5h 30m,1 Stop,"6,514",25-12-2021,11:30,New Delhi,17:00,Mumbai
1444,Go First,6h 15m,1 Stop,"6,514",25-12-2021,10:45,New Delhi,17:00,Mumbai
1445,Air Asia,8h 40m,1 Stop,"6,578",25-12-2021,05:30,New Delhi,14:10,Mumbai
1446,IndiGo,6h 35m,1 Stop,"6,690",25-12-2021,22:10,New Delhi,04:45,"+ 1 day
Mumbai"
1447,IndiGo,7h 45m,1 Stop,"6,719",25-12-2021,23:25,New Delhi,07:10,"+ 1 day
Mumbai"
1448,IndiGo,9h 10m,1 Stop,"6,719",25-12-2021,23:25,New Delhi,08:35,"+ 1 day
Mumbai"
1449,Air India,19h 30m,1 Stop,"6,756",25-12-2021,16:55,New Delhi,12:25,"+ 1 day
Mumbai"
1450,Air India,23h 50m,2 Stop(s),"6,756",25-12-2021,16:55,New Delhi,16:45,"+ 1 day
Mumbai"
1451,IndiGo,10h 35m,1 Stop,"6,900",25-12-2021,12:30,New Delhi,23:05,Mumbai
1452,IndiGo,7h 10m,1 Stop,"7,226",25-12-2021,13:20,New Delhi,20:30,Mumbai
1453,Air India,8h 50m,1 Stop,"7,249",25-12-2021,04:55,New Delhi,13:45,Mumbai
1454,Air India,13h 40m,1 Stop,"7,262",25-12-2021,06:50,New Delhi,20:30,Mumbai
1455,Air India,16h 10m,1 Stop,"7,425",25-12-2021,20:15,New Delhi,12:25,"+ 1 day
Mumbai"
1456,Air India,20h 30m,2 Stop(s),"7,425",25-12-2021,20:15,New Delhi,16:45,"+ 1 day
Mumbai"
1457,Air India,26h 50m,1 Stop,"7,682",25-12-2021,16:55,New Delhi,19:45,"+ 1 day
Mumbai"
1458,Air Asia,6h 25m,1 Stop,"8,244",25-12-2021,20:00,New Delhi,02:25,"+ 1 day
Mumbai"
1459,Air Asia,11h 40m,1 Stop,"8,244",25-12-2021,20:00,New Delhi,07:40,"+ 1 day
Mumbai"
1460,Air India,23h 30m,1 Stop,"8,351",25-12-2021,20:15,New Delhi,19:45,"+ 1 day
Mumbai"
1461,SpiceJet,25h 10m,1 Stop,"8,449",25-12-2021,12:00,New Delhi,13:10,"+ 1 day
Mumbai"
1462,Go First,6h 20m,1 Stop,"10,353",25-12-2021,11:50,New Delhi,18:10,Mumbai
1463,Go First,8h 55m,1 Stop,"10,833",25-12-2021,09:15,New Delhi,18:10,Mumbai
1464,Air India,3h 10m,1 Stop,"11,310",25-12-2021,15:05,New Delhi,18:15,Mumbai
1465,Air Asia,13h 45m,1 Stop,"12,744",25-12-2021,12:40,New Delhi,02:25,"+ 1 day
Mumbai"
1466,Go First,7h 35m,1 Stop,"13,954",25-12-2021,10:45,New Delhi,18:20,Mumbai
1467,Go First,8h 55m,1 Stop,"14,268",25-12-2021,10:45,New Delhi,19:40,Mumbai
1468,SpiceJet,1h 20m,Non Stop,"2,456",26-12-2021,07:30,New Delhi,08:50,Mumbai
1469,Air Asia,2h 10m,Non Stop,"2,456",26-12-2021,04:25,New Delhi,06:35,Mumbai
1470,Go First,2h 10m,Non Stop,"2,456",26-12-2021,07:00,New Delhi,09:10,Mumbai
1471,Go First,2h 10m,Non Stop,"2,456",26-12-2021,08:00,New Delhi,10:10,Mumbai
1472,Go First,2h 10m,Non Stop,"2,456",26-12-2021,22:30,New Delhi,00:40,"+ 1 day
Mumbai"
1473,Go First,2h 15m,Non Stop,"2,456",26-12-2021,02:40,New Delhi,04:55,Mumbai
1474,SpiceJet,2h 15m,Non Stop,"2,456",26-12-2021,07:20,New Delhi,09:35,Mumbai
1475,SpiceJet,2h 15m,Non Stop,"2,456",26-12-2021,18:50,New Delhi,21:05,Mumbai
1476,Go First,2h 15m,Non Stop,"2,456",26-12-2021,19:40,New Delhi,21:55,Mumbai
1477,Go First,2h 15m,Non Stop,"2,456",26-12-2021,21:00,New Delhi,23:15,Mumbai
1478,SpiceJet,2h 20m,Non Stop,"2,456",26-12-2021,19:45,New Delhi,22:05,Mumbai
1479,Air India,2h 05m,Non Stop,"2,476",26-12-2021,07:00,New Delhi,09:05,Mumbai
1480,Air India,2h 10m,Non Stop,"2,476",26-12-2021,08:00,New Delhi,10:10,Mumbai
1481,Air India,2h 15m,Non Stop,"2,476",26-12-2021,09:00,New Delhi,11:15,Mumbai
1482,Air India,3h 45m,1 Stop,"2,476",26-12-2021,17:50,New Delhi,21:35,Mumbai
1483,Vistara,2h 10m,Non Stop,"2,556",26-12-2021,20:40,New Delhi,22:50,Mumbai
1484,Vistara,2h 10m,Non Stop,"2,556",26-12-2021,21:40,New Delhi,23:50,Mumbai
1485,Air Asia,2h 15m,Non Stop,"2,757",26-12-2021,20:00,New Delhi,22:15,Mumbai
1486,Go First,2h 15m,Non Stop,"2,790",26-12-2021,14:20,New Delhi,16:35,Mumbai
1487,Go First,2h 20m,Non Stop,"2,790",26-12-2021,10:30,New Delhi,12:50,Mumbai
1488,Go First,2h 30m,Non Stop,"2,790",26-12-2021,15:00,New Delhi,17:30,Mumbai
1489,Air India,2h 10m,Non Stop,"2,791",26-12-2021,10:40,New Delhi,12:50,Mumbai
1490,Air India,2h 10m,Non Stop,"2,791",26-12-2021,20:00,New Delhi,22:10,Mumbai
1491,Air India,2h 15m,Non Stop,"2,791",26-12-2021,19:00,New Delhi,21:15,Mumbai
1492,IndiGo,2h 10m,Non Stop,"3,001",26-12-2021,02:30,New Delhi,04:40,Mumbai
1493,SpiceJet,1h 20m,Non Stop,"2,456",27-12-2021,07:30,New Delhi,08:50,Mumbai
1494,Air Asia,2h 10m,Non Stop,"2,456",27-12-2021,04:25,New Delhi,06:35,Mumbai
1495,Go First,2h 10m,Non Stop,"2,456",27-12-2021,07:00,New Delhi,09:10,Mumbai
1496,Go First,2h 10m,Non Stop,"2,456",27-12-2021,08:00,New Delhi,10:10,Mumbai
1497,Go First,2h 10m,Non Stop,"2,456",27-12-2021,22:30,New Delhi,00:40,"+ 1 day
Mumbai"
